City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
0,Fale old settlement,TK,-9.3852,-171.2468,29.02,75,46,4.88,1744681482
1,Saint Paul Harbor,US,57.79,-152.4072,6.73,57,75,6.69,1744681352
2,Nhamundá,BR,-2.1861,-56.7131,23.74,93,75,0.96,1744681482
3,Klyuchi,RU,52.2667,79.1667,8.16,63,100,3.54,1744681482
4,Ålesund,NO,62.4723,6.1549,9.08,61,75,4.63,1744681483
5,Vadsø,NO,70.0744,29.7487,-0.91,80,75,7.2,1744681483
6,Adamstown,PN,-25.066,-130.1015,24.33,83,99,4.75,1744681483
7,Albany,US,42.6001,-73.9662,12.16,60,100,2.02,1744681483
8,Lib,MH,8.3122,167.3766,27.57,79,77,7.93,1744681483
9,Qaraūyl,KZ,48.9451,79.255,5.97,60,100,3.19,1744681483
10,La Passe,FR,45.5549,-0.8967,10.71,88,4,7.16,1744681483
11,Edinburgh of the Seven Seas,SH,-37.0676,-12.3116,18.79,97,100,10.28,1744681484
12,Meadow Lakes,US,61.6247,-149.6011,8.54,45,75,3.6,1744681484
13,Waitangi,NZ,-43.9535,-176.5597,13.79,65,100,3.58,1744681484
14,Port-aux-Français,TF,-49.35,70.2167,9.02,94,100,12.18,1744681484
15,Grand-Lahou,CI,5.1367,-5.0242,26.39,90,82,3.88,1744681484
16,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.33,25,0,5.0,1744681484
17,Labytnangi,RU,66.6572,66.4183,-7.12,94,99,3.6,1744681484
18,Bathsheba,BB,13.2167,-59.5167,26.34,83,40,6.17,1744681485
19,Vilyuchinsk,RU,52.9306,158.4028,17.15,74,73,2.36,1744681485
20,Bilibino,RU,68.0546,166.4372,-6.0,85,95,1.33,1744681485
21,Ambovombe,MG,-25.1667,46.0833,23.81,82,2,1.9,1744681485
22,Alta,NO,69.9689,23.2717,-0.41,86,40,4.63,1744681485
23,Berdigestyakh,RU,62.0989,126.6992,-5.28,81,100,4.88,1744681485
24,Hobyo,SO,5.3505,48.5268,28.46,71,99,5.69,1744681485
25,El Calafate,AR,-50.3408,-72.2768,8.04,91,100,1.24,1744681485
26,Cole Harbour,CA,44.6724,-63.4751,3.29,86,100,10.29,1744681486
27,Urangan,AU,-25.3,152.9,24.34,62,0,10.02,1744681486
28,Ribeira Grande,PT,38.5167,-28.7,12.65,81,11,2.68,1744681486
29,Yellowknife,CA,62.456,-114.3525,3.29,60,100,5.66,1744681486
30,Inhambane,MZ,-23.865,35.3833,24.22,85,0,3.44,1744681486
31,Talnakh,RU,69.4865,88.3972,-12.77,93,100,2.01,1744681486
32,Luganville,VU,-15.5333,167.1667,30.24,72,89,1.38,1744681486
33,Ilulissat,GL,69.2167,-51.1,-5.99,79,100,0.0,1744681487
34,Ust-Nera,RU,64.5667,143.2,-4.22,86,100,2.22,1744681487
35,Bonawon,PH,9.134,122.9193,30.05,67,45,1.6,1744681487
36,Zhosaly,KZ,45.4878,64.0781,11.68,51,0,3.75,1744681487
37,Nambucca Heads,AU,-30.65,153.0,21.23,83,14,8.47,1744681487
38,Arrondissement de Mamers,FR,48.3333,0.25,11.0,95,100,2.51,1744681488
39,Puerto Natales,CL,-51.7236,-72.4875,4.8,90,93,0.63,1744681488
40,Santiago de Cao,PE,-7.9589,-79.2392,18.07,88,100,3.6,1744681488
41,Anadyr,RU,64.75,177.4833,-11.72,79,0,2.0,1744681488
42,Vernon,CA,50.2581,-119.2691,17.74,27,100,1.03,1744681488
43,New Norfolk,AU,-42.7826,147.0587,16.07,50,90,1.46,1744681488
44,Port Alfred,ZA,-33.5906,26.891,11.77,84,32,0.89,1744681489
45,Grytviken,GS,-54.2811,-36.5092,1.25,77,100,4.97,1744681489
46,Mount Gambier,AU,-37.8333,140.7667,29.2,28,90,3.12,1744681490
47,Laguna,US,38.421,-121.4238,30.08,16,0,0.0,1744681490
48,Copiapó,CL,-27.3667,-70.3333,16.75,71,0,0.61,1744681490
49,San Antonio de Palé,GQ,-1.4014,5.6325,27.21,85,92,3.68,1744681550
50,Starozhilovo,RU,54.2254,39.916,6.12,90,14,3.7,1744681550
51,Avarua,CK,-21.2078,-159.775,26.23,74,81,7.9,1744681550
52,Port Mathurin,MU,-19.6833,63.4167,26.6,78,18,6.42,1744681550
53,Bethel,US,41.3712,-73.414,12.46,57,92,0.89,1744681551
54,Badger,US,64.8,-147.5333,3.32,80,100,6.17,1744681551
55,Santa Ana,US,33.7456,-117.8678,18.88,67,40,5.14,1744681472
56,Zamora,EC,-4.0692,-78.9567,19.76,99,100,0.52,1744681551
57,Aitape,PG,-3.1374,142.3475,29.73,67,29,3.04,1744681551
58,Ji’an,CN,27.1172,114.9793,24.02,41,6,1.78,1744681551
59,Khandyga,RU,62.6667,135.6,-3.73,83,100,2.53,1744681551
60,Lorengau,PG,-2.0226,147.2712,29.13,73,96,3.78,1744681552
61,Jamestown,US,42.097,-79.2353,16.8,59,75,5.14,1744681552
62,Galveston,US,29.3669,-94.9669,23.34,77,0,3.6,1744681552
63,Aasiaat,GL,68.7098,-52.8699,-13.75,93,90,3.12,1744681552
64,Udachny,RU,66.4167,112.4,-5.64,88,100,6.53,1744681552
65,Nizhneangarsk,RU,55.7833,109.55,3.66,92,100,0.52,1744681552
66,Constanța,RO,44.1833,28.65,5.39,94,42,5.16,1744681492
67,Katsuura,JP,35.1333,140.3,16.17,74,50,13.5,1744681553
68,Al-Fashir,SD,13.6279,25.3494,20.51,17,4,4.43,1744681553
69,Lospalos,TL,-8.5186,127.0025,29.55,61,99,0.49,1744681553
70,Cockburn Town,TC,21.4612,-71.1419,24.77,67,17,8.47,1744681553
71,Itanhém,BR,-17.1664,-40.33,24.06,77,100,1.75,1744681553
72,Rongelap,MH,11.1635,166.8941,27.4,78,78,7.1,1744681553
73,Sinabang,ID,2.4803,96.3801,27.86,80,100,1.71,1744681553
74,Illushi,NG,6.6667,6.6308,26.23,86,88,1.69,1744681553
75,George Town,MY,5.4112,100.3354,29.97,83,20,1.54,1744681483
76,Daru,PG,-9.0763,143.2092,25.46,92,100,1.99,1744681554
77,Aykhal,RU,66.0,111.5,-6.08,90,100,6.69,1744681554
78,Kiunga,PG,-6.1219,141.2906,30.51,63,96,1.29,1744681554
79,Shubarshi,KZ,48.5872,57.1869,3.94,75,0,3.1,1744681554
80,Hermanus,ZA,-34.4187,19.2345,15.1,80,65,2.36,1744681554
81,Suva,FJ,-18.1416,178.4415,28.71,84,75,3.09,1744681554
82,Thompson,CA,55.7435,-97.8558,-1.91,64,75,5.14,1744681555
83,Invercargill,NZ,-46.4,168.35,11.68,68,19,3.13,1744681555
84,St. John's,CA,47.5649,-52.7093,7.66,98,100,5.14,1744681555
85,São João da Barra,BR,-21.6403,-41.0511,23.06,86,63,3.35,1744681555
86,Kanata,CA,45.3159,-75.8985,12.63,69,100,4.12,1744681555
87,Hamilton,US,39.1834,-84.5333,15.91,78,100,3.09,1744681413
88,Mamuju,ID,-2.6748,118.8885,28.17,77,95,2.22,1744681555
89,Uturoa,PF,-16.7333,-151.4333,27.49,78,21,6.41,1744681556
90,Atafu Village,TK,-8.5421,-172.5159,28.97,75,42,5.31,1744681556
91,Afaahiti,PF,-17.75,-149.2833,26.18,78,52,6.71,1744681556
92,Fort Bragg,US,35.139,-79.006,25.85,44,0,5.66,1744681556
93,Muravlenko,RU,63.7898,74.523,-8.17,89,22,7.35,1744681556
94,Kununurra,AU,-15.7667,128.7333,32.99,52,92,2.57,1744681556
95,Blackmans Bay,AU,-43.0167,147.3167,15.41,58,99,1.79,1744681556
96,Belmonte,BR,-15.8631,-38.8828,24.93,82,10,1.79,1744681556
97,Lihue,US,21.9789,-159.3672,26.77,65,20,5.66,1744681557
98,Alotau,PG,-10.3069,150.4462,28.13,87,85,0.8,1744681617
99,Antalaha,MG,-14.9003,50.2788,24.7,84,79,2.97,1744681617
100,Arica,CL,-18.475,-70.3042,19.13,72,100,1.03,1744681617
101,Stanley,GB,54.868,-1.6985,8.07,90,0,0.51,1744681617
102,Dolores,AR,-36.3132,-57.6792,9.12,86,11,3.77,1744681618
103,Muskegon,US,43.3,-86.1334,8.79,66,75,7.2,1744681618
104,Punta Arenas,CL,-53.15,-70.9167,5.06,93,0,4.63,1744681618
105,Antsiranana,MG,-12.2787,49.2917,24.79,88,77,3.85,1744681618
106,Tura,IN,25.5198,90.2201,24.89,57,100,2.29,1744681618
107,Mindszent,HU,46.5236,20.1904,12.21,77,100,5.96,1744681618
108,Inarajan Village,GU,13.2736,144.7484,30.78,84,38,7.38,1744681618
109,Chyhyryn,UA,49.0838,32.6555,5.57,72,22,3.08,1744681619
110,Olonkinbyen,SJ,70.9221,-8.7187,-4.94,80,100,7.09,1744681619
111,Sangmélima,CM,2.9333,11.9833,19.69,98,100,0.4,1744681619
112,Ciudad Juárez,MX,31.7333,-106.4833,29.45,11,75,5.14,1744680888
113,Bo`ka,UZ,40.8108,69.1986,17.64,69,46,1.86,1744681619
114,Vatutinki,RU,55.4983,37.3325,8.43,81,0,3.0,1744681619
115,Bredasdorp,ZA,-34.5322,20.0403,13.96,85,53,0.68,1744681620
116,Relizane,DZ,35.7373,0.556,15.57,70,72,3.87,1744681620
117,Padang,ID,-0.9492,100.3543,28.03,75,100,0.8,1744681620
118,Merca,SO,1.7159,44.7717,27.84,77,69,3.76,1744681620
119,Pisco,PE,-13.7,-76.2167,21.68,77,0,7.72,1744681620
120,Las Khorey,SO,11.1595,48.1967,28.38,81,15,1.87,1744681620
121,Petukhovo,RU,55.0692,67.9019,1.79,93,100,5.97,1744681620
122,College,US,64.8569,-147.8028,2.99,80,100,6.17,1744681621
123,Zouérat,MR,22.7187,-12.4521,20.6,36,44,5.89,1744681621
124,Kapuskasing,CA,49.4169,-82.4331,5.05,93,100,4.63,1744681621
125,Hawaiian Paradise Park,US,19.5933,-154.9731,25.01,80,100,0.45,1744681621
126,Codrington,AU,-38.2667,141.9667,24.66,42,100,3.27,1744681621
127,Kumul,CN,42.8,93.45,21.08,16,100,0.82,1744681621
128,Bodø,NO,67.28,14.405,3.02,78,40,6.69,1744681621
129,Andergrove,AU,-21.0833,149.1833,24.5,75,66,9.54,1744681621
130,Trujillo,PE,-8.116,-79.03,17.98,88,100,3.6,1744681622
131,Lockwood,US,45.8191,-108.4149,13.94,22,0,1.54,1744681622
132,Saynshand,MN,44.8824,110.1163,16.69,23,100,4.3,1744681622
133,Lüderitz,NA,-26.6481,15.1594,15.36,76,22,9.43,1744681622
134,Vorgashor,RU,67.5833,63.95,-4.05,96,100,5.85,1744681622
135,Lebu,CL,-37.6167,-73.65,11.56,91,9,1.31,1744681622
136,Nikolayevsk-on-Amur,RU,53.1406,140.73,8.15,76,95,1.89,1744681622
137,Forster,AU,-32.1667,152.5167,21.63,65,95,8.11,1744681623
138,Al Khārijah,EG,25.4514,30.5464,15.95,31,0,3.99,1744681623
139,Arrondissement de Saint-Denis,FR,48.9167,2.3333,14.88,78,0,4.12,1744681623
140,Aleysk,RU,52.4926,82.7822,6.44,69,100,4.65,1744681623
141,Iqaluit,CA,63.7506,-68.5145,-16.15,78,20,4.63,1744681623
142,Nagqu Prefecture,CN,31.5,92.0,-0.53,58,100,0.88,1744681623
143,Magadan,RU,59.5667,150.8,-0.03,99,100,2.32,1744681623
144,Kantharalak,TH,14.6406,104.6499,28.27,65,100,1.77,1744681624
145,Carnot,CF,4.9409,15.8665,22.8,80,98,0.69,1744681624
146,Papatowai,NZ,-46.5619,169.4708,11.12,60,43,4.07,1744681624
147,Selfoss,IS,63.9331,-20.9971,1.42,74,66,4.26,1744681684
148,Linxia Chengguanzhen,CN,35.6003,103.2064,15.97,17,100,1.51,1744681684
149,Carnarvon,AU,-24.8667,113.6333,25.33,59,0,7.69,1744681684
150,Port Blair,IN,11.6667,92.75,29.02,84,40,1.54,1744681684
151,Venice,US,27.0998,-82.4543,23.32,77,0,0.45,1744681478
152,Kavaratti,IN,10.5669,72.642,29.26,72,100,5.23,1744681685
153,Sikasso,ML,10.9167,-7.0,27.63,61,100,0.48,1744681685
154,Bābai,IN,22.7,77.9333,29.27,29,4,2.09,1744681685
155,La Sarre,CA,48.8002,-79.1996,3.07,99,100,3.55,1744681685
156,Kingston,JM,17.997,-76.7936,27.53,74,75,3.09,1744681560
157,Mana,GF,5.6592,-53.7767,25.47,87,100,3.76,1744681685
158,Nova Sintra,CV,14.8667,-24.7167,21.69,78,33,10.27,1744681685
159,Puerto Ayora,EC,-0.7393,-90.3518,26.42,96,98,2.24,1744681686
160,Isafjordur,IS,66.0755,-23.124,-1.98,96,100,15.53,1744681686
161,Nova Viçosa,BR,-17.8919,-39.3719,25.24,79,65,2.75,1744681686
162,Christchurch,NZ,-43.5333,172.6333,14.41,71,100,4.47,1744681686
163,Khovd,MN,48.0056,91.6419,13.77,26,10,5.74,1744681686
164,Wailua Homesteads,US,22.0669,-159.378,26.44,84,20,5.66,1744681686
165,Juneau,US,58.3019,-134.4197,5.0,81,100,3.09,1744681686
166,Naryan-Mar,RU,67.6713,53.087,1.03,99,100,7.31,1744681687
167,Qarazhal,KZ,48.0078,70.7903,7.63,65,8,3.33,1744681687
168,Lata,PT,40.1629,-8.3327,6.81,97,96,1.31,1744681687
169,Shenjiamen,CN,29.9576,122.298,20.23,49,0,4.09,1744681687
170,Zhangaözen,KZ,43.3,52.8,14.51,53,100,10.94,1744681687
171,Okhotsk,RU,59.3833,143.3,-0.01,94,99,2.8,1744681687
172,Geraldton,AU,-28.7667,114.6,24.23,53,1,9.26,1744681687
173,West Island,CC,-12.1568,96.8225,28.99,79,45,5.14,1744681688
174,Lagi,VN,10.6667,107.7833,29.49,66,100,3.91,1744681688
175,Kingscliff,AU,-28.2667,153.5667,24.97,65,40,6.17,1744681688
176,Al Qūşīyah,EG,27.4402,30.8184,15.78,44,0,3.99,1744681688
177,Bikenibeu Village,KI,1.3673,173.1241,30.98,79,40,4.12,1744681688
178,Ibarreta,AR,-25.2144,-59.8585,20.25,76,27,1.33,1744681689
179,Sitka,US,57.0531,-135.33,6.94,70,75,8.23,1744681686
180,Ardakān,IR,32.31,54.0175,22.16,33,97,3.62,1744681689
181,Mitú,CO,1.1983,-70.1733,21.84,97,100,0.37,1744681689
182,Queenstown,ZA,-31.8976,26.8753,10.63,85,100,1.75,1744681689
183,Dakhla,EH,23.6848,-15.958,19.18,79,81,10.96,1744681689
184,Gaimán,AR,-43.2897,-65.4929,9.11,89,100,5.58,1744681689
185,Tsiombe,MG,-25.3,45.4833,23.51,87,2,1.52,1744681689
186,Kill Devil Hills,US,36.0307,-75.676,19.43,74,0,5.14,1744681690
187,Mukalla,YE,14.5425,49.1242,26.51,77,36,2.84,1744681690
188,Saipan,MP,15.1355,145.701,29.39,82,100,6.17,1744681690
189,Carolina Beach,US,34.0352,-77.8936,19.49,74,1,8.01,1744681690
190,Haiku-Pauwela,US,20.9219,-156.3051,26.69,73,16,11.18,1744681690
191,Kannus,FI,63.9,23.9,0.24,82,0,3.5,1744681691
192,Vilhena,BR,-12.7406,-60.1458,21.05,96,100,0.92,1744681691
193,Ath Thawrah,SY,35.8469,38.5443,8.77,71,99,7.94,1744681691
194,Iskateley,RU,67.6803,53.1512,1.02,99,100,7.33,1744681691
195,Tucumã,BR,-0.1833,-50.05,24.62,92,100,2.12,1744681751
196,Ailuk,MH,10.2197,169.9797,27.34,79,95,8.08,1744681751
197,Bardai,NG,11.65,7.2333,23.88,13,7,3.21,1744681751
198,Placetas,CU,22.3119,-79.6533,22.12,68,0,4.94,1744681752
199,Tôlanaro,MG,-25.0319,46.9987,23.49,89,6,3.13,1744681752
200,Howard Springs,AU,-12.497,131.047,30.55,85,93,3.92,1744681752
201,Flying Fish Cove,CX,-10.4217,105.6791,28.82,78,40,4.63,1744681752
202,Ghadames,LY,30.1337,9.5007,23.12,40,0,2.04,1744681752
203,Keflavik,IS,64.0049,-22.5624,3.24,75,75,9.26,1744681753
204,Ulsteinvik,NO,62.3432,5.8487,10.5,58,95,3.87,1744681753
205,Chibougamau,CA,49.9168,-74.3659,3.79,87,100,3.6,1744681753
206,Egilsstadir,IS,65.2653,-14.3948,-1.05,93,75,2.06,1744681753
207,Margaret River,AU,-33.95,115.0667,18.13,52,100,2.18,1744681679
208,Al Ghayzah,YE,16.2079,52.176,26.35,83,11,3.36,1744681753
209,Uray,RU,60.1247,64.7758,-0.22,81,100,5.0,1744681754
210,Ormara,PK,25.2088,64.6357,25.87,89,5,6.68,1744681754
211,Ulladulla,AU,-35.35,150.4667,20.29,57,94,4.2,1744681754
212,Kargasok,RU,59.0556,80.8572,-2.79,58,8,3.6,1744681754
213,Gifford,US,27.6753,-80.4092,23.02,77,0,4.63,1744681754
214,North Bend,US,43.4065,-124.2243,15.95,55,0,7.72,1744681754
215,Muswellbrook,AU,-32.2667,150.9,20.37,63,99,4.45,1744681754
216,Tiksi,RU,71.6872,128.8694,-11.45,86,54,1.21,1744681754
217,Mauganj,IN,24.6833,81.8833,27.2,38,2,3.15,1744681755
218,Sarakhs,IR,36.5449,61.1577,22.53,53,100,3.85,1744681755
219,Pangody,RU,65.85,74.4859,-6.47,90,100,7.21,1744681755
220,Kincardine,GB,56.0667,-3.7167,6.15,92,100,1.47,1744681755
221,Būrabay,KZ,53.0838,70.3138,7.24,72,100,1.8,1744681755
222,Yuzhno-Kurilsk,RU,44.0306,145.8556,4.19,98,100,4.18,1744681755
223,Ancud,CL,-41.8697,-73.8203,9.99,95,21,2.49,1744681755
224,Mossamedes,AO,-15.1961,12.1522,23.35,83,7,2.4,1744681756
225,Ban Saladan,TH,7.6134,99.0365,28.61,80,60,3.57,1744681756
226,Ushuaia,AR,-54.8,-68.3,3.81,87,0,1.03,1744681756
227,Garhwa,IN,24.1833,83.8167,26.8,39,24,0.96,1744681756
228,Wynyard,AU,-41.0,145.7167,15.66,64,99,8.49,1744681756
229,Kruisfontein,ZA,-34.0033,24.7314,11.67,76,0,3.46,1744681756
230,Kourou,GF,5.1552,-52.6478,24.54,92,74,2.28,1744681756
231,Mildura,AU,-34.2,142.15,32.26,27,7,2.72,1744681756
232,Sur,OM,22.5667,59.5289,28.02,49,1,3.72,1744681757
233,Nago,JP,26.5881,127.9761,21.91,47,2,5.0,1744681757
234,Kuta,ID,-8.7233,115.1723,29.97,84,20,1.54,1744681757
235,Utrik,MH,11.2278,169.8474,27.24,77,96,7.33,1744681757
236,Ishigaki,JP,24.3448,124.1572,24.07,73,75,6.69,1744681757
237,Nantucket,US,41.2835,-70.0995,7.3,81,0,5.14,1744681757
238,Bindlach,DE,49.9817,11.6139,13.14,90,36,3.05,1744681757
239,Yelizovo,RU,53.1873,158.3805,17.08,25,0,5.0,1744681758
240,Tabou,CI,4.423,-7.3528,26.43,86,100,2.92,1744681758
241,Chonchi,CL,-42.6128,-73.8092,9.51,98,15,0.91,1744681758
242,Nemuro,JP,43.3236,145.575,4.26,96,100,6.51,1744681758
243,Khāsh,IR,28.2211,61.2158,21.5,20,17,1.35,1744681818
244,Richards Bay,ZA,-28.783,32.0377,21.59,85,100,4.46,1744681818
245,Port Elizabeth,ZA,-33.918,25.5701,16.29,73,0,5.66,1744681818
246,Makamba,BI,-4.1348,29.804,15.95,91,82,1.01,1744681819
247,Cologne,DE,50.9333,6.95,11.65,72,0,1.54,1744681819
248,Kwekwe,ZW,-18.9281,29.8149,16.4,85,5,0.97,1744681819
249,Machico,PT,32.7,-16.7667,17.06,73,40,4.12,1744681819
250,Bowen,AU,-20.0167,148.2333,25.56,72,70,7.76,1744681819
251,Itaituba,BR,-4.2761,-55.9836,22.16,99,100,0.84,1744681819
252,Vanimo,PG,-2.6741,141.3028,29.34,76,94,2.44,1744681820
253,Salalah,OM,17.0151,54.0924,28.05,83,40,2.06,1744681820
254,Tynda,RU,55.1667,124.7167,-2.26,63,4,3.97,1744681820
255,Mahanje,TZ,-9.9333,35.3333,17.38,98,100,0.27,1744681820
256,Xigazê,CN,29.25,88.8833,4.82,55,99,0.34,1744681820
257,Bam,IR,29.106,58.357,27.43,11,100,3.27,1744681820
258,Simanggang,MY,1.2472,111.4528,25.01,94,40,2.24,1744681820
259,Hegang,CN,47.4,130.3667,6.63,54,100,5.81,1744681821
260,Morinville,CA,53.8001,-113.652,14.89,33,100,3.6,1744681821
261,Wotho,MH,10.1657,166.0102,27.46,78,80,7.59,1744681821
262,Dagomys,RU,43.6703,39.6689,7.61,73,100,1.61,1744681821
263,Central,US,30.5544,-91.0368,22.01,79,0,4.12,1744681821
264,San Pedro Pochutla,MX,15.7333,-96.4667,28.17,57,48,1.6,1744681821
265,Kalachinsk,RU,55.0529,74.5751,2.81,88,100,7.33,1744681821
266,Coquimbo,CL,-29.9533,-71.3436,14.85,89,100,3.09,1744681822
267,Dunedin,NZ,-45.8742,170.5036,10.87,63,88,4.41,1744681822
268,Dukhān,QA,25.4297,50.7858,24.75,58,94,12.75,1744681822
269,San Luis de la Loma,MX,17.2706,-100.8939,24.79,67,82,2.52,1744681822
270,Elverum,NO,60.8819,11.5623,2.73,86,42,0.93,1744681823
271,Kibiti,TZ,-7.7218,38.9375,21.82,99,100,1.41,1744681823
272,Sampit,ID,-2.5333,112.95,27.71,81,100,1.1,1744681823
273,Kerikeri,NZ,-35.2268,173.9474,20.51,92,100,5.22,1744681823
274,Mount Pearl,CA,47.5166,-52.7813,7.19,98,100,5.14,1744681823
275,Sosnogorsk,RU,63.6023,53.8817,2.32,94,100,5.31,1744681824
276,Ryōtsu-minato,JP,38.0833,138.4333,9.4,80,88,5.86,1744681824
277,Bambanglipuro,ID,-7.95,110.2833,29.51,65,97,1.36,1744681824
278,Warman,CA,52.3168,-106.5679,10.95,25,40,2.57,1744681824
279,Eyl,SO,7.9803,49.8164,27.95,75,99,3.01,1744681824
280,Pechora,RU,65.1472,57.2244,1.59,97,100,6.43,1744681824
281,Bahía de Kino,MX,28.8333,-111.9333,24.55,44,57,2.65,1744681824
282,Arkhangelsk,RU,64.5401,40.5433,7.06,76,75,5.0,1744681825
283,Arrondissement du Havre,FR,49.5833,0.3333,11.87,94,100,3.6,1744681825
284,Enewetak,MH,11.3474,162.3373,27.49,76,100,8.1,1744681825
285,Qaqortoq,GL,60.7167,-46.0333,-6.03,78,1,3.44,1744681825
286,Zilair,RU,52.2332,57.4392,0.15,88,6,2.3,1744681825
